home,away,comp,stage,match_date,gd,xgd,attendance %,rest_advantage,home_team_dist_traveled,away_team_dist_traveled,distance_from_opp_home
Everton,Wolves,Premier League,Matchweek 3,8/26/2023,-1,0.2,0.9674776502228752,-1,0.0,68.15957137480737,68.15957137480737
Brighton,West Ham,Premier League,Matchweek 3,8/26/2023,-2,-1.5,0.9694769230769231,1,0.0,46.85169388747987,46.85169388747987
Brentford,Crystal Palace,Premier League,Matchweek 3,8/26/2023,0,0.2,0.9853333333333333,2,0.0,11.221723415568588,11.221723415568588
Bournemouth,Tottenham,Premier League,Matchweek 3,8/26/2023,-2,-1.4,0.8805833333333334,0,0.0,97.46069304735249,97.46069304735249
Newcastle Utd,Liverpool,Premier League,Matchweek 3,8/27/2023,-1,1.1,0.9982602045693528,0,0.0,119.66347734844807,119.66347734844807
Sheffield Utd,Manchester City,Premier League,Matchweek 3,8/27/2023,-1,-2.8,0.9582288545043116,1,0.0,31.02540240083707,31.02540240083707
Burnley,Aston Villa,Premier League,Matchweek 3,8/27/2023,-2,-1.8,0.9576421538188592,12,0.0,154.6466799643144,89.58447637489749
Luton Town,West Ham,Premier League,Matchweek 4,9/1/2023,-1,0.4,0.9001666666666667,-3,0.0,29.768142815797198,29.768142815797198
Manchester City,Fulham,Premier League,Matchweek 4,9/2/2023,4,0.8,0.9615028082229129,2,0.0,161.79678809522045,161.79678809522045
Chelsea,Nott'ham Forest,Premier League,Matchweek 4,9/2/2023,-1,1.5,0.9509253731343283,0,0.0,108.3603461470134,108.3603461470134
Brighton,Newcastle Utd,Premier League,Matchweek 4,9/2/2023,2,0.1,0.9729230769230769,1,0.0,291.351373024234,291.351373024234
Sheffield Utd,Everton,Premier League,Matchweek 4,9/2/2023,0,-1.3,0.9517460705767231,0,0.0,17.568290521698692,61.784685616362204
Burnley,Tottenham,Premier League,Matchweek 4,9/2/2023,-3,-0.9,0.9646944025547769,-1,74.085694354961,180.69996260710624,176.03143477886832
Brentford,Bournemouth,Premier League,Matchweek 4,9/2/2023,0,0.8,0.9839420289855072,0,115.59727572082004,164.7947034818275,84.51679212123727
Arsenal,Manchester Utd,Premier League,Matchweek 4,9/3/2023,2,1.4,0.9915656299420137,0,0.0,160.62715684065643,160.62715684065643
Liverpool,Aston Villa,Premier League,Matchweek 4,9/3/2023,3,1.8,0.8214590163934427,4,0.0,77.84666827048684,77.84666827048684
Crystal Palace,Wolves,Premier League,Matchweek 4,9/3/2023,1,0.9,0.9423347933726909,0,190.396788453546,119.78238952283678,119.78238952283678
Manchester Utd,Brighton,Premier League,Matchweek 5,9/16/2023,-2,-0.7,0.9717552917563481,-1,0.0,202.61293021395818,202.61293021395818
West Ham,Manchester City,Premier League,Matchweek 5,9/16/2023,-2,-2.7,0.9996,1,0.0,162.72073977485059,162.72073977485059
Tottenham,Sheffield Utd,Premier League,Matchweek 5,9/16/2023,1,1.4,0.9942638007154136,0,0.0,135.55811395484352,135.55811395484352
Newcastle Utd,Brentford,Premier League,Matchweek 5,9/16/2023,1,0.9,0.9878596692476819,0,0.0,247.044095194753,247.044095194753
Aston Villa,Crystal Palace,Premier League,Matchweek 5,9/16/2023,2,1.8,0.9570590994371482,0,0.0,108.43913468153485,108.43913468153485
Wolves,Liverpool,Premier League,Matchweek 5,9/16/2023,-2,-1.9,0.9752574102964119,0,0.0,67.56474632233083,67.56474632233083
Fulham,Luton Town,Premier League,Matchweek 5,9/16/2023,1,-0.1,0.9520233463035019,-1,0.0,29.66802425744038,29.66802425744038
Everton,Arsenal,Premier League,Matchweek 5,9/17/2023,-1,-0.7,0.9765918768832333,1,0.0,177.15561771054132,177.15561771054132
Bournemouth,Chelsea,Premier League,Matchweek 5,9/17/2023,0,-0.8,0.8684166666666666,0,0.0,88.11993218381308,88.11993218381308
Nott'ham Forest,Burnley,Premier League,Matchweek 5,9/18/2023,0,0.2,0.9462780210443762,0,0.0,74.085694354961,74.085694354961
Manchester City,Nott'ham Forest,Premier League,Matchweek 6,9/23/2023,2,0.3,0.9708453750658887,-1,0.0,57.95542123903779,57.95542123903779
Crystal Palace,Fulham,Premier League,Matchweek 6,9/23/2023,0,-0.3,0.954941915825557,0,0.0,7.901264828836706,7.901264828836706
Burnley,Manchester Utd,Premier League,Matchweek 6,9/23/2023,-1,0.1,0.9577308613501286,2,74.085694354961,712.9842804814715,22.664257455388867
Brentford,Everton,Premier League,Matchweek 6,9/23/2023,-2,-0.9,0.9844057971014493,1,0.0,175.3055109804548,175.3055109804548
Luton Town,Wolves,Premier League,Matchweek 6,9/23/2023,0,1.5,0.90775,0,0.0,86.86410749646792,86.86410749646792
Arsenal,Tottenham,Premier League,Matchweek 6,9/24/2023,0,0.4,0.9909725882973115,-4,0.0,3.8675306627938117,3.8675306627938117
Liverpool,West Ham,Premier League,Matchweek 6,9/24/2023,2,1.9,0.8219016393442623,0,828.5276689170885,180.08844231218643,180.08844231218643
Chelsea,Aston Villa,Premier League,Matchweek 6,9/24/2023,-1,0.3,0.9480597014925373,4,0.0,904.3549385196432,101.14587609597447
Brighton,Bournemouth,Premier League,Matchweek 6,9/24/2023,2,0.8,0.9728307692307693,-4,0.0,77.13998025597385,77.13998025597385
Sheffield Utd,Newcastle Utd,Premier League,Matchweek 6,9/24/2023,-8,-3,0.9518378080851324,3,0.0,722.4137382529675,111.08276790434583
Manchester Utd,Crystal Palace,Premier League,Matchweek 7,9/30/2023,-1,0.4,0.969589732078013,0,0.0,0.0,170.23834979903233
West Ham,Sheffield Utd,Premier League,Matchweek 7,9/30/2023,2,1,0.999344,-3,118.1439531651464,140.5881439746225,140.5881439746225
Tottenham,Liverpool,Premier League,Matchweek 7,9/30/2023,1,0.9,0.9990171119203377,3,0.0,175.28564555382346,175.28564555382346
Newcastle Utd,Burnley,Premier League,Matchweek 7,9/30/2023,2,2.5,0.9881846859764841,-1,0.0,104.4139590944109,85.55780100645269
Aston Villa,Brighton,Premier League,Matchweek 7,9/30/2023,5,-0.1,0.9530018761726079,0,0.0,101.14587609597447,137.5050176922312
Everton,Luton Town,Premier League,Matchweek 7,9/30/2023,-1,2,0.9783848395049431,-1,78.43260225710794,188.5938950214878,151.05426850533235
Wolves,Manchester City,Premier League,Matchweek 7,9/30/2023,1,-0.5,0.9801872074882996,1,143.156033023317,166.11017180942812,61.754182409132035
Bournemouth,Arsenal,Premier League,Matchweek 7,9/30/2023,-4,-2.8,0.93275,0,0.0,84.51679212123727,93.96052726576495
Nott'ham Forest,Brentford,Premier League,Matchweek 7,10/1/2023,0,-1.1,0.947781190771845,4,0.0,106.28919271458624,106.28919271458624
Fulham,Chelsea,Premier League,Matchweek 7,10/2/2023,-2,-0.6,0.9511673151750972,0,0.0,1.3932317011508308,1.3932317011508308
Luton Town,Burnley,Premier League,Matchweek 2,10/3/2023,-1,0.2,0.9098333333333334,0,151.05426850533235,219.13376252807404,151.50932145411392
Manchester Utd,Brentford,Premier League,Matchweek 8,10/7/2023,1,0.5,0.9699198478826372,-2,0.0,160.06234737647546,160.06234737647546
Everton,Bournemouth,Premier League,Matchweek 8,10/7/2023,3,1.7,0.9665811689120203,0,0.0,192.83847548568883,192.83847548568883
Crystal Palace,Nott'ham Forest,Premier League,Matchweek 8,10/7/2023,0,-0.2,0.9528470767472862,1,0.0,115.39175887130357,115.39175887130357
Fulham,Sheffield Utd,Premier League,Matchweek 8,10/7/2023,2,1.6,0.9478988326848249,-2,0.0,141.12887864479376,141.12887864479376
Burnley,Chelsea,Premier League,Matchweek 8,10/7/2023,-3,-1.2,0.9604364410538455,-1,151.50932145411392,180.69996260710624,180.89112821862733
Luton Town,Tottenham,Premier League,Matchweek 8,10/7/2023,-1,-1.1,0.8575,-3,0.0,24.854346537697833,24.854346537697833
West Ham,Newcastle Utd,Premier League,Matchweek 8,10/8/2023,0,-0.8,0.999568,-1,429.4699683837811,246.5506742531606,246.5506742531606
Arsenal,Manchester City,Premier League,Matchweek 8,10/8/2023,1,-0.1,0.9922410384818134,1,148.89615857264081,535.9160779925145,159.6104662342485
Brighton,Liverpool,Premier League,Matchweek 8,10/8/2023,0,0,0.9769846153846153,0,584.1406561428004,215.35148806421188,215.35148806421188
Wolves,Aston Villa,Premier League,Matchweek 8,10/8/2023,0,0.1,0.9804992199687987,5,0.0,11.74073684225786,11.74073684225786
Manchester City,Brighton,Premier League,Matchweek 9,10/21/2023,1,0,0.9718087136703201,0,0.0,202.0886493935327,202.0886493935327
Newcastle Utd,Crystal Palace,Premier League,Matchweek 9,10/21/2023,4,1.2,0.9977822387917025,-1,0.0,255.199200062959,255.199200062959
Liverpool,Everton,Premier League,Matchweek 9,10/21/2023,2,2.1,0.8229672131147541,-1,0.0,0.601736981081776,0.601736981081776
Chelsea,Arsenal,Premier League,Matchweek 9,10/21/2023,0,0.3,0.9486089552238806,1,0.0,6.185076070344405,6.185076070344405
Sheffield Utd,Manchester Utd,Premier League,Matchweek 9,10/21/2023,-1,0.3,0.9645587425845514,0,0.0,34.39253660197973,34.39253660197973
Nott'ham Forest,Luton Town,Premier League,Matchweek 9,10/21/2023,0,1.2,0.9594470949611137,0,0.0,78.7080441322044,78.7080441322044
Brentford,Burnley,Premier League,Matchweek 9,10/21/2023,3,2,0.9871884057971014,0,0.0,178.32701794425586,178.32701794425586
Bournemouth,Wolves,Premier League,Matchweek 9,10/21/2023,-1,-1.8,0.93125,1,0.0,128.7785129756664,128.7785129756664
Aston Villa,West Ham,Premier League,Matchweek 9,10/22/2023,3,0.8,0.9787523452157598,0,0.0,103.94944488769937,103.94944488769937
Tottenham,Fulham,Premier League,Matchweek 9,10/23/2023,2,0.5,0.9874963745931488,0,0.0,11.158905330556353,11.158905330556353
Crystal Palace,Tottenham,Premier League,Matchweek 10,10/27/2023,-1,-0.5,0.9550180917920396,2,0.0,14.264900666344364,14.264900666344364
